Country Name,"Series Name","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
Argentina,"Foreign direct investment, net inflows (BoP, current US$)","4017158924.88408","11332718626.4345","10839930944.6815","15323933916.8241","9821661858.15874","5065335541.96486","11758994011.286","3260164341.77393","11516861462.2845","12161837193.0686"
Argentina,"Forest area (sq. km)","289140","285960","282991.9921875","280024.00390625","277055.99609375","274088.0078125","271120","268151.9921875","NA","NA"
Argentina,"GDP (current US$)","332976484577.619","423627422092.49","530163281574.658","545982375701.128","552025140252.246","526319673731.638","594749285413.212","557531376217.967","642695864756.35","518475134084.357"
Argentina,"GDP growth (annual %)","-5.91852507634947","10.1253981561002","6.00395169280579","-1.02642045443208","2.40532378079436","-2.51261532081396","2.73115982828946","-2.08032784377811","2.66859037935303","-2.51458960248539"
Argentina,"GNI per capita, Atlas method (current US$)","7800","9270","10710","11890","12870","12350","12600","12220","13120","12370"
Argentina,"GNI per capita, PPP (current international $)","16240","17890","19250","19300","19930","19600","20170","19690","20310","19820"
Argentina,"GNI, Atlas method (current US$)","315586430025.773","378241273935.818","442037545215.98","496046283909.912","543285805981.272","526784533342.356","543279945585.475","532589675300.734","577966910660.886","550333191788.877"
Argentina,"GNI, PPP (current international $)","657382734890.712","729853440301.322","794325172722.152","805324243204.842","841055034261.13","836246704582.003","869846606664.772","858301788492.153","894618626234.878","882055304190.25"
Argentina,"Gross capital formation (% of GDP)","16.0531123592112","17.7055338062046","18.39845891735","16.5019865298875","17.3057789012596","17.2628810064651","17.0707048841583","17.6632278606203","18.7572317129789","20.7740638033678"
Argentina,"High-technology exports (% of manufactured exports)","8.68693306584071","7.41858591272585","7.07402144339035","6.41577877146912","7.25968019837633","6.87639172294696","9.00819985271696","8.79281472735163","8.95038641804618","NA"
Argentina,"Immunization, measles (% of children ages 12-23 months)","96","95","95","94","94","95","89","90","89","NA"
Argentina,"Imports of goods and services (% of GDP)","14.4961418494061","16.0371898581987","16.7569458546489","14.2886829096862","14.7167556136651","14.0013150558519","11.7805740385254","13.5667926798789","13.9806106427674","16.3646627378331"
Argentina,"Income share held by lowest 20%","4","4.6","4.8","4.9","5","5.1","NA","5","5.2","NA"
Argentina,"Industry (including construction), value added (% of GDP)","25.2842047993735","25.2587762576722","25.2126976058843","24.4290570649122","24.0058814423072","24.2773944936602","23.153056135905","22.0541072112108","21.8690650957909","23.0503443790076"
Argentina,"Inflation, GDP deflator (annual %)","15.3776493708921","20.915124272047","23.7034721839593","22.3148806733049","23.9487984162746","40.2829716315506","26.5799916024707","41.1193799882279","26.0074831458529","40.3720697597118"
Argentina,"Life expectancy at birth, total (years)","75.431","75.595","75.761","75.926","76.089","76.252","76.415","76.577","76.738","NA"
Argentina,"Merchandise trade (% of GDP)","28.36776900922","29.5023394337096","29.8719291780486","27.0990432264413","27.2460417167365","25.4864119079835","19.6703052646326","20.4045915355847","19.5352120473962","24.5070576478845"
Argentina,"Military expenditure (% of GDP)","0.886508576686385","0.814878105497939","0.764287094036749","0.784824721019786","0.837736430159436","0.878100919364039","0.850128583186764","0.813140077928875","0.856137916373543","0.854560979237316"
Argentina,"Mobile cellular subscriptions (per 100 people)","128.6361343","138.4689785","145.7687913","152.8090976","158.3489275","142.4663975","142.4348098","145.3216414","139.8146002","NA"
Argentina,"Mortality rate, under-5 (per 1,000 live births)","15","14.5","13.9","13.3","12.7","12","11.4","10.9","10.4","NA"
Argentina,"Net barter terms of trade index (2000 = 100)","140.6672972","144.6498837","160.4600234","167.3631506","156.3572706","152.4474577","145.8359065","155.2322333","153.3541984","NA"
Argentina,"Net migration","NA","NA","NA","30000","NA","NA","NA","NA","24002","NA"
Argentina,"Net official development assistance and official aid received (current US$)","113670000","128530000","95180000","177760000","34730000","48790000","-18870000","2620000","-4930000","NA"
Argentina,"Personal remittances, received (current US$)","628542376.088907","644300740.057192","697379575.129916","577532962.100773","535004409.367289","505346891.730357","494433532.139966","391579047.663514","449507238.435454","495168807.462092"
Argentina,"Population density (people per sq. km of land area)","14.7926100508278","14.904301546759","15.0771515955406","15.2495426957383","15.421160233713","15.5916453818299","15.7606327351655","15.9281350828921","16.0941907925267","16.2585100979651"
Argentina,"Population growth (annual %)","0.99954473407156","0.752213052268901","1.15305928006388","1.13690569378967","1.11910919999772","1.09946109101833","1.07800134449604","1.05718157762752","1.03713389686514","1.01580834908004"
Argentina,"Population, total","40482788","40788453","41261490","41733271","42202935","42669500","43131966","43590368","44044811","44494502"
Argentina,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","2.6","1.1","0.9","0.8","0.8","0.7","NA","0.6","0.4","NA"
Argentina,"Poverty headcount ratio at national poverty lines (% of population)","NA","NA","NA","NA","NA","NA","NA","30.3","25.7","NA"
Argentina,"Prevalence of HIV, total (% of population ages 15-49)","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","NA"
Argentina,"Prevalence of underweight, weight for age (% of children under 5)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Argentina,"Primary completion rate, total (% of relevant age group)","104.985946655273","104.809532165527","104.423713684082","103.231369018555","100.882888793945","101.810760498047","101.480186462402","102.44548034668","NA","NA"
Argentina,"Revenue, excluding grants (% of GDP)","20.1360210279783","21.2413164267537","20.196408074281","21.182234604867","21.5652829643596","22.3322943705014","22.1490803040164","21.2567013071388","19.3651896285052","NA"
Argentina,"School enrollment, primary (% gross)","118.21312713623","116.719512939453","114.773109436035","112.979568481445","110.559577941895","109.973167419434","109.926261901855","109.484512329102","NA","NA"
Argentina,"School enrollment, primary and secondary (gross), gender parity index (GPI)","1.04797995090485","1.0359799861908","1.03973996639252","1.03373003005981","1.0300999879837","1.02965998649597","1.02662003040314","1.01897001266479","NA","NA"
Argentina,"School enrollment, secondary (% gross)","98.8311767578125","101.800773620605","103.603286743164","105.196243286133","106.324806213379","106.778343200684","107.07502746582","108.015281677246","NA","NA"
Argentina,"Statistical Capacity score (Overall average)","87.7777777777778","86.6666666666667","85.5555555555555","85.5555555555555","76.6666666666667","83.3333333333333","95.5555666666667","88.8889","85.5555666666667","78.8889"
Argentina,"Surface area (sq. km)","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400","2780400"
Argentina,"Tax revenue (% of GDP)","12.3830415594157","12.8530426903256","12.6636277012315","12.9528415127413","12.4529027558077","12.6109666067191","12.3365069418291","12.0972836411962","10.9555014904363","NA"
Argentina,"Terrestrial and marine protected areas (% of total territorial area)","NA","NA","NA","NA","NA","NA","NA","7.52859334896618","7.40512875012761","7.40512875012761"
Argentina,"Time required to start a business (days)","25","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","11"
Argentina,"Total debt service (% of exports of goods, services and primary income)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Argentina,"Urban population growth (annual %)","1.17722724168998","0.926281041121643","1.30814131603172","1.28077370283392","1.25948243003778","1.2396386789085","1.21579706300955","1.19260291906809","1.17019595911431","1.14760215897919"
Australia,"Adolescent fertility rate (births per 1,000 women ages 15-19)","16.1804","15.7206","15.2608","14.801","14.4212","14.0414","13.6616","13.2818","12.902","NA"
Australia,"Agriculture, forestry, and fishing, value added (% of GDP)","2.29172039725587","2.19756826525444","2.27654236627696","2.25474804896169","2.27890649460036","2.21622365548348","2.37301094809627","2.38730173244053","2.71281804827624","2.59715588509884"
Australia,"Annual freshwater withdrawals, total (% of internal resources)","NA","NA","NA","3.14024390243902","NA","3.14024390243902","NA","NA","NA","NA"
Australia,"Births attended by skilled health staff (% of total)","99.1","99.1","99.1","NA","99.3","99.7","99.7","NA","NA","NA"
Australia,"CO2 emissions (metric tons per capita)","18.2001819589981","17.7408450531619","17.5388777559057","17.0729046803908","16.0958331735351","15.3887660194467","NA","NA","NA","NA"
Australia,"Contraceptive prevalence, any methods (% of women ages 15-49)","61.96","NA","NA","67.75","NA","NA","NA","66.93","NA","NA"
Australia,"Domestic credit provided by financial sector (% of GDP)","150.791419123502","153.790596961052","151.161183425836","149.891763054867","155.287571385599","164.427130151661","175.653399753038","182.471911332261","176.157290062422","176.789814140983"
Australia,"Electric power consumption (kWh per capita)","10791.5930978208","10726.9281831902","10627.2938650379","10407.7403070759","10220.8873013463","10071.3989785006","NA","NA","NA","NA"
Australia,"Energy use (kg of oil equivalent per capita)","5862.55194383105","5793.11602573559","5745.23218954465","5575.28709327857","5468.39136879598","5334.68167873774","5483.81640154023","NA","NA","NA"
Australia,"Exports of goods and services (% of GDP)","23.0048129381936","19.810007754315","21.4364170540906","21.4808284059974","19.9561676149363","21.0394549992806","19.9874168304202","19.2332240694877","21.180927077855","21.6848742338344"
Australia,"External debt stocks, total (DOD, current US$)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"Fertility rate, total (births per woman)","1.971","1.928","1.926","1.92","1.855","1.826","1.814","1.752","1.765","NA"
Australia,"Foreign direct investment, net inflows (BoP, current US$)","28683266147.8801","35210733743.0829","65554890649.5348","57550426822.6138","53997299139.8889","63195482811.6136","45051418215.3716","39225714066.7271","44479716896.2638","58048370111.9964"
Australia,"Forest area (sq. km)","1240970","1232110","1235190","1238270","1241350","1244430","1247510","1250590","NA","NA"
Australia,"GDP (current US$)","927805183330.879","1146138465603.81","1396649906339.35","1546151783872.96","1576184467015.49","1467483705131.74","1351520093185.79","1210028388411.7","1330803227996.08","1432195178668.32"
Australia,"GDP growth (annual %)","1.93690539224896","2.06752009293855","2.46272464735648","3.90090002283101","2.61572247679898","2.56870704342289","2.33607548109676","2.84675495108566","2.34258228676258","2.83494813296824"
Australia,"GNI per capita, Atlas method (current US$)","44050","46630","50320","60200","66030","65170","60560","54190","51630","53190"
Australia,"GNI per capita, PPP (current international $)","38890","37800","40280","41520","44760","45650","45320","46210","48300","49930"
Australia,"GNI, Atlas method (current US$)","955474916834.472","1027320681305.06","1124159742879.46","1368531744495.38","1527083194127.94","1529909149673.52","1442200534242.54","1310842357217.65","1270103392272.69","1329353862219.14"
Australia,"GNI, PPP (current international $)","843523436833.383","832727650434.187","899875053935.933","943990546160.514","1035222299693.94","1071746498596.55","1079442146587.8","1117959538341","1188350232405.51","1247800981122.18"
Australia,"Gross capital formation (% of GDP)","27.3960536287491","26.8511409755989","26.5072122273973","27.7425576441621","27.8957916614323","26.7456350522042","26.2597328723609","25.4189132528482","24.0503323298453","24.329928152949"
Australia,"High-technology exports (% of manufactured exports)","11.9257581380856","11.8668243456617","13.0670969606645","12.7295858228898","12.9099946244496","13.5987282005105","13.5130644616485","14.7815586115506","12.7911584940042","NA"
Australia,"Immunization, measles (% of children ages 12-23 months)","94","94","94","94","94","94","95","95","95","NA"
Australia,"Imports of goods and services (% of GDP)","22.7930912712426","20.8396639745591","20.4703160052576","21.7295182659334","21.2522627313421","21.4670353387174","21.5122950617831","21.5056273186484","20.5659695145173","21.3173853626855"
Australia,"Income share held by lowest 20%","NA","7.3","NA","NA","NA","6.8","NA","NA","NA","NA"
Australia,"Industry (including construction), value added (% of GDP)","26.9990358252423","25.1514166418821","26.4361276332007","26.2841640112627","25.1279854872757","25.5148167378779","23.6329654418392","22.3276026461542","23.4893840336592","24.0214864627167"
Australia,"Inflation, GDP deflator (annual %)","5.00189473867543","1.16717956010221","6.25279321685974","1.87344999094137","-0.154201033388517","1.44435867013917","-0.701819048219051","-0.496665182316661","3.71681554341869","1.82636322804466"
Australia,"Life expectancy at birth, total (years)","81.5439024390244","81.6951219512195","81.8951219512195","82.0463414634146","82.1487804878049","82.3","82.4","82.4487804878049","82.4975609756098","NA"
Australia,"Merchandise trade (% of GDP)","34.4686584797781","36.1451092021202","36.9050252078536","33.477631717594","31.4126303336508","32.500531238075","29.3397783724618","32.1216430723734","34.5538686957074","34.3927285426279"
Australia,"Military expenditure (% of GDP)","1.92917969094082","1.86239977396025","1.76938986414435","1.67991735762004","1.64953307597667","1.78129495506829","1.95845125365234","2.09284952414869","2.00796639339341","1.89155976713945"
Australia,"Mobile cellular subscriptions (per 100 people)","102.1204248","101.7176081","105.8238999","106.6434188","107.728789","106.7533735","108.2793309","110.0520902","112.6886209","NA"
Australia,"Mortality rate, under-5 (per 1,000 live births)","5","4.8","4.6","4.3","4.2","4","3.8","3.7","3.5","NA"
Australia,"Net barter terms of trade index (2000 = 100)","162.8983843","178.7263134","200.2885825","181.8145129","176.8117884","164.9852955","148.1965091","147.9984555","172.659547","NA"
Australia,"Net migration","NA","NA","NA","913107","NA","NA","NA","NA","849966","NA"
Australia,"Net official development assistance and official aid received (current US$)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"Personal remittances, received (current US$)","1334648952.60383","1864472761.35169","2449287569.05191","2405316866.64118","2389397584.30219","2292096913.95343","2173205676.4563","2055378171.98179","2001928453.24729","1862201431.17867"
Australia,"Population density (people per sq. km of land area)","2.82359449643987","2.86785858401781","2.90798641031983","2.95920036968095","3.01057352615753","3.05581479504836","3.10011259648803","3.14493553058884","3.19836141871706","3.24912948744283"
Australia,"Population growth (annual %)","2.0610451296841","1.55548958906995","1.38952731561803","1.74582000067359","1.721151439989","1.49156648912847","1.43921665259925","1.56194049810399","1.68452310845434","1.57484884368487"
Australia,"Population, total","21691700","22031750","22340024","22733465","23128129","23475686","23815995","24190907","24601860","24992369"
Australia,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","NA","0.5","NA","NA","NA","0.7","NA","NA","NA","NA"
Australia,"Poverty headcount ratio at national poverty lines (% of population)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"Prevalence of HIV, total (% of population ages 15-49)","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","NA"
Australia,"Prevalence of underweight, weight for age (% of children under 5)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"Primary completion rate, total (% of relevant age group)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"Revenue, excluding grants (% of GDP)","24.4689301627987","23.3012939484834","22.6789503480816","23.523166370782","24.4319006552727","24.4005429988802","24.4641687474452","24.8077856656021","24.6347998766798","NA"
Australia,"School enrollment, primary (% gross)","105.449256896973","105.88410949707","106.076728820801","106.474319458008","106.560188293457","106.070037841797","102.223190307617","101.340301513672","100.933082580566","NA"
Australia,"School enrollment, primary and secondary (gross), gender parity index (GPI)","NA","NA","NA","NA","NA","NA","0.925260007381439","0.924979984760284","0.937179982662201","NA"
Australia,"School enrollment, secondary (% gross)","NA","NA","NA","NA","NA","NA","158.147186279297","153.848266601563","150.989303588867","NA"
Australia,"Statistical Capacity score (Overall average)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"Surface area (sq. km)","7741220","7741220","7741220","7741220","7741220","7741220","7741220","7741220","7741220","7741220"
Australia,"Tax revenue (% of GDP)","22.0609533029929","20.5317200669223","20.3347117297345","21.1985930916371","22.0248296727152","21.9897030396677","22.0022630005565","22.2526479287894","22.0899602836365","NA"
Australia,"Terrestrial and marine protected areas (% of total territorial area)","NA","NA","NA","NA","NA","NA","NA","28.5918417236676","29.7087937305528","29.7087937305528"
Australia,"Time required to start a business (days)","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5"
Australia,"Total debt service (% of exports of goods, services and primary income)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"Urban population growth (annual %)","2.20221763850756","1.69528537779197","1.52795741614347","1.86533013697943","1.83817579922612","1.60845510176755","1.55480059894141","1.67739012761928","1.80566369778429","1.70048876404874"
Brazil,"Adolescent fertility rate (births per 1,000 women ages 15-19)","68.433","67.955","67.477","66.999","65.9186","64.8382","63.7578","62.6774","61.597","NA"
Brazil,"Agriculture, forestry, and fishing, value added (% of GDP)","4.47677399196415","4.11575648758173","4.34203412773382","4.1683282240444","4.50688702754023","4.32560979028385","4.31914942942436","4.89301052063879","4.63470569099687","4.36127937311958"
Brazil,"Annual freshwater withdrawals, total (% of internal resources)","NA","NA","NA","1.32096802685038","NA","1.32096802685038","NA","NA","NA","NA"
Brazil,"Births attended by skilled health staff (% of total)","98.9","98.9","99","99","99.1","99.1","99.2","NA","NA","NA"
Brazil,"CO2 emissions (metric tons per capita)","1.8936200243495","2.14473639509072","2.22471194448911","2.35854836426703","2.50540878760348","2.61293352087838","NA","NA","NA","NA"
Brazil,"Contraceptive prevalence, any methods (% of women ages 15-49)","NA","NA","NA","NA","80.2","NA","NA","NA","NA","NA"
Brazil,"Domestic credit provided by financial sector (% of GDP)","90.4749515676011","93.3887029495729","95.1554468543532","101.064049187409","100.045957422747","103.440518968876","107.063168960991","111.185414793342","111.364247302995","113.695596118391"
Brazil,"Electric power consumption (kWh per capita)","2197.12554728151","2374.11665262872","2430.8033959668","2501.47405281669","2568.82970799499","2619.96061573831","NA","NA","NA","NA"
Brazil,"Energy use (kg of oil equivalent per capita)","1240.17728453802","1358.5024160427","1367.18809766171","1413.73335709267","1461.07678089719","1495.54120710984","NA","NA","NA","NA"
Brazil,"Exports of goods and services (% of GDP)","10.8513711314233","10.8655847746965","11.5825126782808","11.8775390673678","11.742232845639","11.0119409152591","12.9001914177405","12.4709021006972","12.5734550095265","14.8053442461215"
Brazil,"External debt stocks, total (DOD, current US$)","281651138432.4","352364412862.6","404046105342.1","440515187632.7","483765362833.9","556919645475.4","543397354634.3","543257224431.4","542979659110.9","NA"
Brazil,"Fertility rate, total (births per woman)","1.824","1.805","1.79","1.777","1.765","1.753","1.74","1.726","1.711","NA"
Brazil,"Foreign direct investment, net inflows (BoP, current US$)","31480932200","82389933624.1","102427229784.41","92568379494.5","75211028087.44","87713987796.95","60334050667.77","73377909022.23","70257759617.82","88318892546.37"
Brazil,"Forest area (sq. km)","5001131.875","4984580","4974740","4964900","4955060","4945220","4935380","4925540","NA","NA"
Brazil,"GDP (current US$)","1667019783585.08","2208871646202.82","2616201578192.25","2465188674415.03","2472806456101.29","2455994050148.75","1802214373741.32","1796275437087.99","2053594973992.61","1868626087908.48"
Brazil,"GDP growth (annual %)","-0.125811999414864","7.52822583005563","3.97442307944702","1.92117598576537","3.00482266944432","0.503955740242247","-3.54576339269425","-3.30545431266852","1.06386125924512","1.11757918028799"
Brazil,"GNI per capita, Atlas method (current US$)","8320","9660","11080","12360","12810","12100","10160","8930","8670","9140"
Brazil,"GNI per capita, PPP (current international $)","12990","13900","14670","15180","15920","16030","15470","15010","15370","15820"
Brazil,"GNI, Atlas method (current US$)","1614015615291.7","1890905731755.23","2188200142541.01","2463186549163.9","2575918819753.08","2454068652465.94","2078344853713.95","1840498429566.02","1802952678568.27","1915275143717.53"
Brazil,"GNI, PPP (current international $)","2519438675896.58","2720411708683","2897463027103.88","3024656029489.04","3199962919896.06","3251231997139.54","3163684993443.51","3094875614934.33","3194803975798.16","3314554681344.12"
Brazil,"Gross capital formation (% of GDP)","18.7961350502449","21.8013215651568","21.8262711070469","21.4172253653349","21.6937710091008","20.5484072031028","17.4116258632937","14.9746178719222","15.0356329179689","15.422724055032"
Brazil,"High-technology exports (% of manufactured exports)","13.1972778587211","11.2241716639737","9.72019416244045","10.4927030694402","9.6506240536066","10.6149903156043","12.3050408206255","13.4487063167767","12.2834699670455","NA"
Brazil,"Immunization, measles (% of children ages 12-23 months)","99","99","99","99","98","97","96","95","97","NA"
Brazil,"Imports of goods and services (% of GDP)","11.2546044679462","11.9065933373084","12.3518924993294","13.2367345412855","14.0437293144408","13.6734606297264","14.0534345199388","12.0710907015169","11.5710240388731","14.2767138487893"
Brazil,"Income share held by lowest 20%","3.2","NA","3.3","3.4","3.4","3.7","3.6","3.2","3.2","NA"
Brazil,"Industry (including construction), value added (% of GDP)","21.8785926286899","23.267977354744","23.1020509635585","22.1336473676777","21.2248139307805","20.4724592028246","19.3600439775462","18.352790438481","18.3532311195126","18.4428162061965"
Brazil,"Inflation, GDP deflator (annual %)","7.31348273630748","8.42333832793074","8.3185922188201","7.9431269413538","7.50454436934274","7.84674863327621","7.5661563986378","8.10000829597706","3.47281059925386","3.02544094379658"
Brazil,"Life expectancy at birth, total (years)","73.488","73.838","74.174","74.488","74.777","75.042","75.284","75.509","75.723","NA"
Brazil,"Merchandise trade (% of GDP)","17.1966765375445","17.8123523237019","18.8442665928157","19.3078933446319","19.9202812166963","18.903018106737","20.5284124569469","18.2931856226181","18.2786286854903","22.9258813612893"
Brazil,"Military expenditure (% of GDP)","1.53862567601211","1.53940698128362","1.41185115924524","1.37865646470437","1.3294461087607","1.330244423168","1.36551715396161","1.35015057288696","1.41952663807017","1.47490154739588"
Brazil,"Mobile cellular subscriptions (per 100 people)","86.91075624","100.0679429","117.9533009","123.8145622","133.9368763","137.468532","125.1755852","117.5362334","112.9965568","NA"
Brazil,"Mortality rate, under-5 (per 1,000 live births)","19.6","18.7","17.9","17.3","16.7","16.2","15.7","16.3","14.8","NA"
Brazil,"Net barter terms of trade index (2000 = 100)","107.2764694","124.4458032","134.1584343","126.330954","123.7563749","119.5613109","106.4118384","109.6415083","117.1643998","NA"
Brazil,"Net migration","NA","NA","NA","15924","NA","NA","NA","NA","30000","NA"
Brazil,"Net official development assistance and official aid received (current US$)","353690000","448670000","821070000","1288540000","1155730000","914150000","1003150000","674630000","265060000","NA"
Brazil,"Personal remittances, received (current US$)","2889159500","3082801866.11","3214602242.94","2784072055.49","2717675068.66","2647908513.04","2896909951.71","2739786526.59","2698770651.24","2933275427.12"
Brazil,"Population density (people per sq. km of land area)","23.1973271565205","23.4159316546504","23.6313981340346","23.8434981945744","24.0527082580574","24.2594327206771","24.4637884744692","24.6661407920901","24.8660384966033","25.0617162430876"
Brazil,"Population growth (annual %)","0.96194826263909","0.937956737505973","0.915962656318059","0.893531057922595","0.873603191241425","0.855792022891126","0.838848282593092","0.823748231993439","0.807147162261819","0.783847578971981"
Brazil,"Population, total","193886508","195713635","197514534","199287296","201035903","202763735","204471769","206163058","207833831","209469333"
Brazil,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","5.4","NA","4.7","3.8","3.8","2.8","3.4","4.3","4.8","NA"
Brazil,"Poverty headcount ratio at national poverty lines (% of population)","NA","NA","NA","NA","NA","NA","NA","25.7","26.5","NA"
Brazil,"Prevalence of HIV, total (% of population ages 15-49)","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.6","NA"
Brazil,"Prevalence of underweight, weight for age (% of children under 5)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brazil,"Primary completion rate, total (% of relevant age group)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brazil,"Revenue, excluding grants (% of GDP)","23.9755571361405","28.2927992220695","28.3873449016797","28.8879978974381","27.859066498725","26.52264688778","28.5200949461167","28.8902142221448","27.1817527990553","NA"
Brazil,"School enrollment, primary (% gross)","131.165161132813","NA","132.496612548828","134.520401000977","113.919822692871","114.254707336426","112.773292541504","113.945426940918","NA","NA"
Brazil,"School enrollment, primary and secondary (gross), gender parity index (GPI)","1.04416000843048","NA","1.02593004703522","1.02893996238708","1.02651000022888","1.03266000747681","1.01545000076294","1.01698005199432","NA","NA"
Brazil,"School enrollment, secondary (% gross)","96.6654815673828","NA","95.2633819580078","92.9924468994141","102.068588256836","100.837966918945","100.067123413086","101.536270141602","NA","NA"
Brazil,"Statistical Capacity score (Overall average)","86.6666666666667","83.3333333333333","84.4444444444444","78.8888888888889","75.5555555555556","75.5555555555556","72.2222333333333","76.6666666666667","74.4444333333333","80"
Brazil,"Surface area (sq. km)","8515770","8515770","8515770","8515770","8515770","8515770","8515770","8515770","8515770","8515770"
Brazil,"Tax revenue (% of GDP)","14.4175315312695","13.623447382748","14.2201231457951","13.6514575347955","13.4416927830225","12.7616846849996","12.8248632636748","12.7729481529037","12.7047397240845","NA"
Brazil,"Terrestrial and marine protected areas (% of total territorial area)","NA","NA","NA","NA","NA","NA","NA","20.7372842292403","28.5782526119273","28.5782526119273"
Brazil,"Time required to start a business (days)","NA","NA","NA","NA","86.6","83.6","86","82.5","82.5","20.5"
Brazil,"Total debt service (% of exports of goods, services and primary income)","23.4889425989956","18.3704765799831","18.7267838307051","15.6882018437941","28.0913762638185","22.4799448304833","38.1021236531443","51.2451210494526","36.1897941429308","NA"
Brazil,"Urban population growth (annual %)","1.31357240465584","1.28360570617036","1.26632924617998","1.23796437590341","1.20981350606531","1.18736581920793","1.16349738495069","1.14037359422221","1.11698034638051","1.08463813215672"
China,"Adolescent fertility rate (births per 1,000 women ages 15-19)","7.018","6.972","6.926","6.88","6.7856","6.6912","6.5968","6.5024","6.408","NA"
China,"Agriculture, forestry, and fishing, value added (% of GDP)","9.63618203609171","9.32516385425288","9.1776410306017","9.11368784581678","8.94289898597417","8.67425273741323","8.42204051966136","8.12625124854607","7.56614982096347","7.19019403882776"
China,"Annual freshwater withdrawals, total (% of internal resources)","NA","NA","NA","21.3224315677213","NA","21.3224315677213","NA","NA","NA","NA"
China,"Births attended by skilled health staff (% of total)","99.3","99.6","99.7","99.8","99.9","99.9","99.9","NA","NA","NA"
China,"CO2 emissions (metric tons per capita)","6.01010243303337","6.56052000702696","7.24151541889549","7.42475091638009","7.55721104480691","7.54390764144927","NA","NA","NA","NA"
China,"Contraceptive prevalence, any methods (% of women ages 15-49)","89","89.1","88.6","87.9","NA","NA","NA","NA","84.5","NA"
China,"Domestic credit provided by financial sector (% of GDP)","141.909656342612","142.51310817137","140.995049495307","149.577358239068","156.334662418232","167.939304175037","194.272092346969","216.207534761114","216.907555110049","218.308411207328"
China,"Electric power consumption (kWh per capita)","2612.45662004417","2943.58995443689","3298.00391331196","3474.98806170157","3773.40538390134","3927.04449998901","NA","NA","NA","NA"
China,"Energy use (kg of oil equivalent per capita)","1778.43351862146","1954.72255616896","2086.48690379651","2155.16478775741","2213.75932679132","2236.72990756962","NA","NA","NA","NA"
